Engine_Size,Mileage,Horsepower,Torque,Price,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Tesla,Brand_Toyota,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Body_Type_Convertible,Body_Type_Coupe,Body_Type_Hatchback,Body_Type_SUV,Body_Type_Sedan,Car_Model_Economy,Car_Model_Luxury,Car_Model_Sports,Car_Model_Standard
1670.34,23.27,80.39,220.77,1876578.31,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1840.85,16.1,114.44,235.66,864957.63,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1729.19,13.06,190.6,192,261048.25,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1956.49,22.7,146.05,196.1,1156248.36,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1708.44,17.19,65.23,146.14,1842180.32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2243.37,11.79,69.01,210.01,1745234.95,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2098.66,17.35,126.07,231.19,1495863.915,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
2386.77,13.54,64.99,183.39,1199278.77,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1474.53,5.05,39.93,329.47,1047934.31,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1829.83,19.68,141.29,86.18,1298708.46,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1887.14,20.47,119.96,189.78,993810.01,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2227.82,24.19,119.96,109.54,1300561.12,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1603.39,15.095,130.52,232.79,2165475.47,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2457.83,13.76,117.39,179.975,1114380.1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2593.21,19.17,93.51,99.96,1805440.64,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1505.56,19.25,140.65,142.01,1881711.91,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1754.56,23.19,181.2,195.95,960199.34,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1734.03,14.78,99.95,144.27,1078314.06,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2000.275,14.17,79.17,144.87,2034471.72,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1785.05,11.42,74.6,169.15,1037117.98,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2838.81,17.69,85.33,165.47,1471257.13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1366.68,7.26,128.1,269.25,2519991.91,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1505.17,18.88,34.41,221.15,1989916.13,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1656.7,17.94,137.57,160.53,1542615.23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1577.16,17.93,145.76,305.82,1920365.29,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1866.05,15.69,119.96,209.5,1472038.96,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1645.61,22.66,80.83,121.86,2009115.92,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1590.33,19.36,123.19,195.39,476867.28,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2579.24,11.96,114.26,212.13,1430367,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2611.9,12.05,140.79,138.74,456830.05,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2474.65,10.6,114.35,116.85,1580677.59,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2262,17.76,170.59,185.19,1381911.05,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2046.37,10,107.15,158.39,2180364.92,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1751.48,20.42,80.68,268.75,1855913.68,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1523.42,21.61,77.46,224.47,1236956.16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2181.5,10.6,149.42,141.55,1296891.87,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1413.18,14.07,121.18,205.56,1690348.27,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1503.04,15.08,145.35,256.03,1213719.7,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2576.46,19.42,144.52,96.37,1483813.61,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2950.32,23.05,39.21,118.63,2158349.03,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2196.65,6.57,74.4,179.33,1085434.91,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2553.23,13.41,79.17,182.14,1276162.82,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1877.08,13.67,87.36,176.87,1346283.83,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1331.16,8,103.19,161.35,1495863.915,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2306.09,12.57,159.97,160.44,1804121.33,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2284.64,17.14,167.94,203.06,2066034.17,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
2035.83,13.61,108.28,248.04,1884062.86,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1878.81,7.28,109.95,151.14,1917696.93,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2481.11,15.095,91.78,326.3,1736786.77,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1507.13,16.33,123.57,297.64,1682634.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1613.11,15.56,128.1,259.76,774627.67,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1495.95,9.51,152.26,217.35,1678932.28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2042.49,16.3,151.94,300.48,1445828.2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1456.05,14.18,27.92,162.59,1772728.45,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1657.88,5.56,113.9,130.04,1464570.42,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1647.12,9.65,175.36,148.44,1881582.15,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1869.7,18.97,102.48,119.82,1969966.29,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1256.31,24.72,165.57,187.31,1495863.915,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2043.6,16.84,107.74,197.99,1283053.59,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2623.65,20.52,127,192.05,571306.55,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2000.275,14.22,74.52,179.25,1619472.28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2770.66,14.57,76.03,187.99,1349645.81,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2667,20.45,149.02,284.18,2177914.24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2388.87,23.31,155.27,217.2,1603622.33,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2037.34,15.095,121.06,235.35,1257235.01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011.25,9.67,70.9,191.45,1969285.77,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2381.9,14.67,121.75,83.06,1340898.77,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1804.16,16.39,170.29,71.17,1251001.22,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1058.74,13.7,189.71,304.97,1696812.71,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2246,16.94,107.33,148.09,2306485.69,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1434.47,19.1,53.61,142.99,1926775.95,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1518.93,20.01,153.61,194.74,1783465.48,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2000.11,23.43,108.96,213.02,2875474.27,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1952.44,13.35,157.72,220.61,1133794.98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1293.96,8.18,131.24,286.47,1122641.08,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2082.75,16.79,84.66,179.975,1572784.74,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2483.07,24.42,122.33,131.34,2257513.19,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1435.83,15.095,172.33,238.12,1029157.01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2636.24,18.43,119.96,156.95,2377286.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1219.91,18.48,78.61,171.75,780438.76,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3058.66,15.96,56.45,114.36,1439390.97,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1794.37,15.03,89.11,78.42,1586732.83,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2072.81,10.38,103.59,178.11,1058684.04,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1053.98,3.59,152.8,122.64,1189382.82,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1968.93,9.44,75.17,235.67,1898315.24,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2114.24,13.05,182.15,163.14,2220777.87,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1956.92,20.49,66.51,198.52,442694.82,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1718.46,14.48,213.26,262.05,1590118.19,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1526.72,12.4,189.02,90.88,1443345.55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2565.26,10.55,125.65,136.52,1553698.18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2015.4,15.095,119.96,190.85,1341616.76,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2770.38,21.79,117.78,179.975,854756.52,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1736.76,20.32,119.96,246.21,2271148.49,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1782.6,18.03,69.03,232.03,2079664.8,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2407.8,15.095,131.64,185.82,1448005.41,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1188.51,13.24,87.05,198.2,1255843.39,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1393.27,24.74,91.4,179.975,1195279.69,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2548.74,20.61,111.85,91.82,207173.39,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1414.03,7.31,119.96,170.62,1676910.04,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1090.47,14.72,203.13,194.91,1890161.8,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2934.26,16.82,98.57,207.51,1568951.06,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1303.09,11.19,137.64,124.54,1456831.78,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2092.06,3.45,125.82,179.975,1566691.75,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2034.54,15.49,134.11,165.93,1073387.01,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2000.275,11.06,137.16,298.04,1250222.39,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1866.34,11.08,119.96,130.85,1416833.49,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2224.21,13.23,130.66,250.44,1848338.29,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2177.15,14.33,129,275.08,2189429.19,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2000.275,14.95,122.34,182.73,1385426.08,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1806.25,10.58,114.46,139.21,977607.23,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
2356.25,13.9,83.53,210.77,1517823.4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1655.34,6.21,117.57,191.7,2505745.56,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1294.77,16.56,129.65,128.45,1021096.78,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1351.14,15.095,136.09,140.47,1942920.37,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1268.94,13.55,127.21,207.21,2167980.28,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2504.79,19.6,110.68,236.01,1319992.57,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1242.71,15.095,117.72,160.63,1149637.71,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2137.02,18.58,97.85,175.85,1787478.34,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1867.04,20.78,132.53,220.12,1676608.39,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1948.68,15.095,111.15,169.65,1847387.09,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2681.8,14.24,127.22,162.04,2536854.72,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1780.79,15.095,160.03,134.68,1583523.28,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2305.8,14.41,91.63,133.64,903887.58,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2018.78,14.96,143.87,179.975,1533320,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1923.99,2.59,121.33,168.23,1620778.4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3149.98,24.62,200.85,261.9,2133584.32,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1279.33,15.095,111.35,281.04,1401617.8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2644.57,10.75,147.81,168.99,1295466.08,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2328.2,22.33,120.61,202.11,814403,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1760.24,6.02,64.47,186.15,1773706.4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2814.66,8.85,99.17,83.27,1495863.915,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1075.94,3.5,155.22,86.88,1388704.51,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1739.12,24.01,102.69,182.93,1725977.48,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1395.76,16.66,31.19,154.51,1226083.57,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2206.04,18.3,118.74,293.49,859357.54,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1443.47,15.095,76.31,165.81,1717117.97,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2216.53,17.87,125.27,297.06,1514094.14,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1906.78,15.095,182.05,151.42,307222.93,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1760.32,16.35,150.78,294.73,2305014.36,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2194.32,15.54,181.47,210.39,1707982.19,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1865.69,11.96,97.54,213.8,1536947.78,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1455.68,15.095,114.27,149.29,1289011.57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2000.275,16.37,78.22,214.62,1702647.06,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1756.42,15.55,92.64,179.975,1725697.98,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
891.2,7.61,82.92,171.31,1700660.69,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1578.95,8.28,67.73,159.64,2033996.52,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1366.36,20.41,174.63,165.19,2147635.62,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2413.07,13.47,36.32,277.21,2502796.53,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2160.83,17.92,174.81,231.32,1081578.91,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2199.36,9.54,169.84,266.86,1213289.24,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1814.99,7.63,139.99,198.82,1680591.08,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1860.32,10.78,75.42,179.975,1110454.57,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1814.53,13.89,56.71,205.44,1190992.46,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1959.4,11.67,98.06,244.21,1737614.79,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2417.67,21.47,145,165.17,1950421.18,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2168.04,15.9,120.12,262.12,2137963.98,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2250.06,24.24,78.26,201.95,1403692.79,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2249.78,17.02,165.93,35.62,1731576.48,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2442.22,2.94,187.38,233.01,1621378.87,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2144.08,20.28,110.94,103.66,1508828.72,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2179.42,7.45,124.37,231.55,1091995.42,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
2594.4,16.15,59.65,234.09,1028394.46,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1667.48,11.13,103.42,199.79,1833337.39,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1572.13,25.71,140.42,212.62,1083590.31,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1407.04,22.2,134.19,245.93,611540.59,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2091.46,11.29,99.69,150.26,1484119.34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1073.13,14.36,109.03,227.61,2227620.15,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
2231.08,16.22,102.11,249.78,1495863.915,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1945.4,19.32,108.86,285.6,1355834.86,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2567.32,15.15,136.93,113.65,1837607.43,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1664.04,9.88,41.3,204.51,588251.78,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1898.34,11.41,117.03,122.31,1393333.54,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2561.1,14.98,134,179.975,930271.38,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2691.57,21.17,97.18,201.54,996410.94,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1659.92,17.14,100.83,184.65,1298790.9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2090.89,11.13,119.96,248.7,938426.05,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2147.21,18.24,100.84,159.23,896849.65,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2186.83,13.07,120.24,171.96,1470384.12,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1868.71,19.45,125.16,192.69,2613569.53,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2640.69,27.64,35.98,128.29,1878871.66,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1055.15,13.21,146.12,136.62,2005266.38,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1789.43,19.01,108.4,246.97,1898631.22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2223.97,11.27,197.32,147.06,1151243.19,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2228.61,14.44,72.33,250.95,1655416.11,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
2676.38,15.15,85.31,216.44,2048847.13,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
2599.11,14.03,119.96,87.15,1914168.73,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1857.23,27.32,136.53,211.82,1597275.5,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2649.94,13.47,41.97,211.35,1760023.25,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1642.98,17.93,86.84,205.38,2731436.98,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2465.44,5.35,143.65,171.49,1919721.61,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2905.26,17.16,119.96,123.6,1342420.32,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2607.47,20.71,174.8,260.77,1462981.5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
2052.89,12.36,101.84,173.91,972924.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1834.11,2.45,84.03,127,2673517.97,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1235.7,14.81,144.41,207.45,2301934.86,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2155.27,15.09,184.3,135.43,1541606.52,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1442.39,18.62,136.66,123.05,2590410.06,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1603.43,15.095,170.42,157.47,1816200.02,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1404.63,13.1,187.07,179.975,1284576.79,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1769.8,10.72,83.13,125.27,1953226.27,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1986.02,9.17,157.54,228.38,1699321.74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2136.81,15.99,59.06,173.17,1918928.39,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1699.75,17.4,137,255.14,815454.07,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2534.64,12.27,117.15,128.73,1094842.92,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1895.9,18.89,169.72,76.35,2244235.42,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1606.14,17.33,166.89,188.93,2346568.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
